likes,body,url 
24,"🌞 Лето 2020 может войти в пятерку самых жарких в истории

Об этом на днях рассказал научный руководитель Гидрометцентра России. «Может быть, год будет не рекордно теплым, но вторым в ранге температур или третьим, <...> то, что будет высокая температура, — это безусловно. С вероятностью 99% он войдет в пятерку самых жарких лет». 

Того же мнения придерживаются и на западе, например, в американском управлении по исследованиям океана и атмосферы с уверенностью в 75 % сообщили, что год будет рекордным по теплу.

Более того, в Гидрометцентре предположили, что в ближайшие годы температура будет только увеличиваться и бить рекорды. 

А в «Роевом» тем временем уже во всю начался купальный сезон, вот, накануне сотрудники парка показали, как искупали медведя Памира. Он, кстати, из-за аномального тепла вышел из зимней спячки еще в начале января 👇🏻",none
28,"Немного мрака: Россиян могут обязать регистрировать мобильные телефоны 

С 1 июля 2021 года власти планируют ввести обязательную регистрацию мобильных телефонов по заводскому номеру (IMEI), более того, регистрация будет еще и платной при покупке новых устройств. 

В настоящее время соответствующий документ находится на согласовании в администрации президента, после чего он может быть внесен на рассмотрение в Госдуму.

Что-то как-то мда.",https://sun1-98.userapi.com/il5aXs3yehEkvRg_6HzSmum03EV5GYXC8HQZPw/3AA5ONHbSYo.jpg
96,"Пока красноярская мэрия тратит миллион рублей на 4 стола в Горсовет, где-то на правом берегу дворы выглядят вот так

Эстетика сами знаете чего. «Памятник» пушке особенно зачётный. 

Фото: Правый / Красноярск",https://sun1-25.userapi.com/WQjVnfcXna-WxjJu6YUi03V9zZdiR4ujEoqFDQ/xI7rkMj_sis.jpg
91,"🌞 Доброе утро, друзья!
Начнем день с чего-нибудь прекрасного? 

Вот, например, на юге Красноярского края зацвели гигантские уникальные рододендроны. 

Обнаружили эти цветы в горном лесничестве национального парка «Шушенский бор», их высота — более четырех метров. 

Только посмотрите, какая красота 😍",https://sun1-16.userapi.com/z8CQRKTNMNYpoX8yJ50W0372WVNnwzCbBBglBw/RCHCybb0rmo.jpg
9,"⚡ Очередной день подошел к концу — заканчиваем его очередной сводкой по коронавирусу. Надеемся, скоро этого делать не придется. 

Ситуация в мире / России на сегодня такова:
Заболевших — 3 086 707 / 93 558 (+6 411)
Выздоровевших — 211 991 / 8 456 (+1 110) 
Погибших — 934 626 / 867 (+72)

На карантине в Красноярском крае — 1 752

🦠Минздрав: в Красноярском крае 8 тяжелых больных с коронавирусом 
🦠Красноярским школьникам снова выдают продуктовые наборы на время коронавируса
🦠В Минусинске терапевтический корпус больницы закрылся на карантин из-за коронавируса у одного из врачей 
🦠Полиция: в Красноярском крае число «пьяных» преступлений уменьшилось на 63 %
🦠Коронавирус убил в Нью-Йорке в 21 раз больше людей, чем грипп - ученые
🦠60% опрошенных ВЦИОМ поддерживают введение жестких ограничительных мер в целях борьбы с распространением коронавируса
🦠Вице-премьер России Марат Хуснуллин не исключил появление новых проблемных объектов в жилищном строительстве и сложностей с дольщиками из-за продолжающейся эпидемии коронавирусной инфекции COVID-19.
🦠Электронные пропуска для работы ввели еще в 7 муниципалитетах края: в Железногорске, Сосновоборске, Дивногорске, а также в Березовском, Емельяновском, Манском и Сухобузимском районах
🦠Механизмы прямой поддержки граждан и бизнеса со стороны государства сейчас важно расширить - Набиуллина
🦠Минздрав России разрешил клинические испытания японского препарата против гриппа ""Фавипиравир"" среди пациентов с новой коронавирусной инфекцией
🦠ООН попросила не ждать возврата к «старой нормальности» после пандемии
🦠В России около 400 беременных женщин заразились коронавирусом
🦠Роспотребнадзор поддержал предложение продлить режим изоляции на май
🦠""Фундаментальные основы биотехнологии"" РАН разрабатывает тесты для быстрой диагностики коронавируса, анализ займет 15 минут 
🦠В РФ побит рекорд по суточному приросту погибших от коронавируса — 72 человека
🦠Мишустин поручил Роспотребнадзору до 29 апреля завершить подготовку концепции снятия (смягчения) ограничений, введенных из-за Сovid-19
🦠Симптомов нет у 40,7% выявленных в России за сутки пациентов с коронавирусом
🦠Режим самоизоляции в России продлён до 12 мая

Обсудить всю ситуацию, кстати, по-прежнему приглашаем в нашу беседу: https://vk.cc/asSjXa",https://sun1-19.userapi.com/9HBKyYvC02B3qrpx2sKvmqvvdTzsy5AeJZpwJg/MbpEHYs26gw.jpg
49,"⚡️Режим самоизоляции продлён до 11 мая включительно 

Путин только что объявил 6,7 и 8 мая нерабочими днями с сохранением заработной платы. Отметил так же, что сейчас нельзя говорить об одномоментной отмене ограничений, ибо сейчас мы находимся лишь на пороге самого сложного этапа борьбы с распространением коронавируса. 

До 12 мая президент поручил разработать план поэтапного выхода из режима самоизоляции.",https://sun1-85.userapi.com/BN2XmPwF1Bbda8a3ws3jMEjh8enQQ2ooG-jPtw/tRJOKSCzOic.jpg
47,"🥳 Сегодня, кстати, в России отмечается День работников скорой медицинской помощи 

28 апреля 1898 года приказом Московского обер-полицмейстера за двумя полицейскими участками в Москве было закреплено по одной карете скорой помощи и для медиков было выделено отдельное помещение, по-сути, этот день можно считать днём появления СМП в нашей стране. 

Хочется поздравить всех причастных к этому празднику и поблагодарить за их работу!",https://sun1-28.userapi.com/KEPeuAv1YLT0kC2Ic6cqkO2Q3uMLI2wCP8RPNg/I_8n75sv9to.jpg
48,"Путин вчера поручил выделить регионам 200 миллиардов рублей для поддержки граждан и предприятий в период самоизоляции

Казалось бы, неплохо? Так вот, если из населения страны отнять проживающих в Москве и Санкт-Петербурге, а потом поделить эту сумму между оставшимися, то это примерно 1 600 рублей на человека. 

На эти деньги, например, можно купить 40 упаковок Доширака. Стоит напомнить, что, например, в США на те же цели было выделено $2.3 трлн, а в крохотной Польше $46 млрд. 

¯\_(ツ)_/¯",https://sun1-84.userapi.com/qxJT69LMF7SYfY5XqNHRs0gBRi_uTuzjVIlu6A/u_robXI3DFA.jpg
40,"⚡ Режим самоизоляции может быть снят уже в середине мая

По крайней мере, такую возможность допустила глава Роспотребнадзора Анна Попова. Накануне она заявила, что после 12 мая можно постепенно снимать режим самоизоляции, но сделать это можно будет лишь в том случае, если «только мы не сорвемся на майские праздники»

Ну-с, хоть что-то радует, хоть и не совсем понятно, как это коррелирует с сегодняшним рекордом по суточными заражениям.",https://sun1-99.userapi.com/WDbrWDcLF9gPWwKmq69zVSWAplPXuDcDdxSWlA/yvAE9p7hk7k.jpg
6,"Представлена программа развития электроэнергетики Красноярского края в 2021-2025 годы

Министерство промышленности, энергетики и жилищно-коммунального хозяйства Красноярского края завершило разработку схемы и программы перспективного развития электроэнергетики региона на период 2021-2025 годов. 

Презентация документа состоялась под председательством министра Евгения Афанасьева с участием руководства филиала АО «СО ЕЭС» «Региональное диспетчерское управление энергосистемы Красноярского края и Республики Тыва» и ключевых электросетевых компаний региона.

📍Все подробности здесь: https://newslab.ru/news/965307",https://sun1-15.userapi.com/COxPlBMQTQKlUZhWpvU6wwiOo4t-LpcUmTFkug/WoFQd0gxOsU.jpg
106,"Гордости пост: Путин присвоил звание «Герой труда» красноярскому тренеру 

Соответствующий указ вчера вечером был опубликован на сайте Кремля, по нему 86-летнему Дмитрию Миндиашвили (тренеру по борьбе высшей категории и почетному жителю Красноярска) было присвоено почетное звание «Герой труда»

Дмитрий Георгиевич является заслуженным тренером СССР и РСФСР, мастером спорта СССР по вольной борьбе, основателем Академии борьбы своего имени. Он был тренером сборных команд СССР и России, главным тренером сборной России, воспитал много выдающихся борцов, среди которых двукратный олимпийский чемпион Иван Ярыгин, трехкратный олимпийский чемпион Бувайсар Сайтиев.

Абсолютно заслуженно 💪",https://sun1-87.userapi.com/tnl7YbggEPuLoJpKcqNubXBi9zs-tVB_sAiEEw/0VrgpiiCWoA.jpg
27,"⚡В Красноярске уже почти 600 заболевших коронавирусом, а по России новый рекорд 

За последние сутки в нашем регионе зарегистрировано 47 случаев заражения коронавирусной инфекцией, а общее число больных теперь — 594. Из них 65 — уже вылечились, 7 — погибли, два новых случая смерти зафиксировано в Ачинске и Красноярске. На карантине находятся 1 752 человека. 

В целом по стране же сегодня стало известно о 6 411 новых заболевших — это рекорд для России. Общее число теперь — 93 558, из них 8 456 — выздоровели, а еще 867 — скончались. Завтра, по всей видимости, будет 100 000. 

Коронавирус, как же ты всех достал, уходи 👊🏻👊🏻",https://sun1-17.userapi.com/s0xFuTC6MOE6gTBWj39XXFoGMQ_driB1IKKLQQ/Z_S9Zw6Nszk.jpg
51,"Ещё немного о необычных способах борьбы с коронавирусом: в Серпухове запустили воздушный шар с огромным полотном, на котором изображен Иисус",none
31,"Немного смешного: помните вчерашнюю новость про то, что Центральный парк открыт для посещений?

Так вот, его уже успели закрыть. Говорят, всё ошибка. Даже виноватых нашли.

Подробнее: https://newslab.ru/news/965328",https://sun1-84.userapi.com/Ylok7UgeRgkgXWTF-OP0euoseki4R5D08Is2aA/A6HZ0B1YklU.jpg
22,"Губернаторы рассказали Владимиру Путину о том, сколько денег на самом деле тратится на тушение лесных пожаров. По итогам беседы президент приказал министру экологии изменить систему финансирования тушения лесов. 
 
На совещании губернатор Александр Усс рассказал, что с начала года в крае произошло 397 пожаров. 94% были потушены в первые же сутки. В тушении пожаров участвует 700 человек. «Красноярский край – 15% всего лесного фонда России. Но мы получаем 3% от общего объема федеральных субвенций», - отметил губернатор. 
 
Губернатор Якутии Арсен Николаев отметил, что правительство страны в среднем выделяет на тушение 1 гектара леса 199 рублей. Но между регионами деньги выделяют неравномерно. Красноярский край получает из Москвы 8 рублей на тушение 1 гектара, а Якутия – 6 рублей 90 копеек. 
 
При этом, по словам главы Якутии, выделять больше денег сами регионы не могут – так как это обязанность федерации: «Сейчас прокуратура приходит и говорит: а зачем вы их тратите, это же не ваши полномочия». 
 
После этого Владимир Путин приказал министру экологии пересмотреть методику выделения денег на борьбу с тушением лесов.",https://sun1-90.userapi.com/WcedQ9HDiFhfupOGQsQlFhbkmT5brNgzywwGpA/DUCHcTpLFlk.jpg
18,"🥀 Российские врачи стали вести «Список памяти», туда попадают медики, которые погибли в период борьбы с коронавирусом

В списке, который можно посмотреть по адресу sites.google.com/view/covid-memory/home , уже числится 69 человек, все они были задействованы в больницах страны для борьбы с пандемией.

Авторы списка уточнили, что им важно «сохранить память о коллегах, а не вести правильную статистику», поэтому в список попадут медработники, которые умерли в период эпидемии от причин, «так или иначе связанных с Covid-19, даже если это наложилось на другие тяжелые заболевания»

Герои должны остаться в нашей памяти.",https://sun1-47.userapi.com/hOZCgBkL9vDEuYmRIcEwyhs8Kr7-fyh0Dwbvzw/hZK0ZQYfiA4.jpg
23,"Друзья, а какую самую необычную находку вы делали на своей даче? Вот, например, красноярцы нашли у себя в огороде 8 артиллерийских снарядов

Случилось всё на территории СНТ «Красноярец-4». Дачник одного из участков по улице Комарова ничего не подозревая занимался своими делами в огороде, как вдруг обнаружил в земле один из снарядов. Мужчина не растерялся и тут же вызвал полицию. Приехавшие на место сотрудники ОМОНа нашли еще 7 снарядов. Боеприпасы, конечно же, вывезли на безопасную территорию и уничтожили.

А могли ведь быть по-настоящему взрывные огурцы.",https://sun1-20.userapi.com/sBX-qxawT0vzYmRFPN-p8SFkeBrZWhsMFZWxWQ/4ghWNlS1FWg.jpg
73,"Доброе утро, друзья!

Апрель-то, кажется, совсем забыл, что он весна, а не лето: из-за аномальной жары в Красноярском крае яблоня и черемуха зацвели раньше обычного.

Посмотрите, какая красота 😍",https://sun1-91.userapi.com/fyUdAyTlJSeyxNTa0L63H1PNSju1bIFkaG7N_w/lnnA1YK-8OE.jpg
48,"⚡ Вот и подошел к концу первый рабочий день этой недели, завершаем его традиционной сводкой главных новостей по коронавирусу

В мире / России:
Заболевших — 2 890 742 / 87 147
Выздоровевших — 861 218 / 7 346
Погибших — 205 793 / 795

На карантине в Красноярском крае — 1 765

🦠В Родительский день полиция возьмёт под охрану закрытые красноярские кладбища в целях профилактики распространения коронавируса
🦠Красноярцы сегодня массово ринулись на улицу: индекс самоизоляции города рухнул до 1,7
🦠«Почему одних вывезли, а нас — нет?»: красноярец не может вылететь из Новой Зеландии из-за коронавируса: newslab.ru/news/965106
🦠Все регионы РФ получили деньги для стимулирующих выплат медикам за борьбу с Сovid, на сегодня 28 регионов уже могут их выплачивать
🦠Российская футбольная Премьер-лига рассматривает варианты возобновления сезона с 21 или 28 июня
🦠ЦБ РФ предлагает освободить россиян от необходимости самостоятельно и за свой счет страховать риски, присущие ипотеке
🦠Данных о том, что люди с болезнями сердца чаще болеют коронавирусом, нет, но COVID-19 может усугубить течение хронических заболеваний, заявил первый заместитель генерального директора НМИЦ кардиологии Минздрава России Филипп Палеев.
🦠Акция ""Бессмертный полк"" пройдет 9 мая в режиме видеотрансляции из-за пандемии коронавируса
🦠Развитие коронавирусной эпидемии в РФ близко к плато - академик Чучалин в интервью Интерфаксу
🦠Совещание Путина с губернаторами по коронавирусу пройдет во вторник
🦠Роспотребнадзор связал резкий рост числа зараженных коронавирусом с митингом во Владикавказе
🦠Путин поручил до 15 мая предоставить регионам дополнительную финансовую помощь в 200 млрд руб на меры по поддержке граждан и предприятий
🦠Число заболевших коронавирусом на планете перевалило за 3 миллиона человек
🦠Россия обогнала Китай по числу заболевших коронавирусом
🦠У почти половины заболевших коронавирусом за сутки симптомов Сovid-19 нет
🦠Путин поручил кабмину до 20 мая представить меры о снижении до 15% минимального размера первого взноса при выдаче семьям с детьми кредитов на жилье

Друзья, мы прекрасно понимаем, что вы уже устали от бесконечных новостей про коронавирус, мы и сами от них устали, но это, к сожалению, самое яркое, что сейчас происходит в мире. Отсюда вопрос, нужна ли нам еще эта ежедневная сводка?

А то мы стараемся для вас, а вдруг всё зря 💔",https://sun1-27.userapi.com/FZ9E_eFtERrPfPWQiiYs1dEfhXGx1sZeetWeHA/BaS1NFTeOHU.jpg
53,"Названы сроки завершения вспышки коронавируса в России

Как заявил главный терапевт Минздрава, в ведомстве считают, что COVID-19 пойдет по пути вирусов SARS-2002 и MERS, которые продолжались по три с половиной месяца, а это значит, что сходить на нет он начнет лишь в середине июня.

В общем, продолжаем ""наслаждаться"" ""оплачиваемыми"" выходными, ага.",https://sun1-92.userapi.com/j1zx-ldVI-0NfDVAUp2bUx-r6CEEowYGb834YA/oCxaM2dla0A.jpg
21,"Всенародный карантин подходит к концу... Или нет?

Вот уже месяц Красноярск живет в режиме самоизоляции из-за коронавируса и всего, что с ним связано. За это время многие прошли все пять привычных стадий горя — от отрицания до принятия. Большинство уже привыкли к происходящему и учатся жить в новых реалиях. Вспоминаем, что было самым важным и трагичным за прошедшие 30 дней.

«От паники до равнодушия»: как Красноярск пережил месяц режима самоизоляции: https://newslab.ru/article/965115",https://sun1-27.userapi.com/gdaMckMqZaovsbjVr89Y-l_uLwz7LtdBNuYALw/SBCpUrVaBvM.jpg
28,"В Солнечном и Академгородке бродячие собаки снова нападают на людей

Один из последних случаев на улице Светлова, что в Солнечном. Беремення женщина с дочерью выходили из подъезда, как вдруг подверглись атаке со стороны стаи агрессивных псов. К счастью, им удалось вернуться в подъезд без травм и отделаться лишь легким испугом.

Но в другой же ситуации, которая имела место быть не так давно в Академгородке, всё закончилось гораздо плачевнее: вечером 24 апреля в лесу между Академгородком и Гремячей гривой на девушку напали чипированные собаки. Они прокусили ей обе ноги и разорвали колготки. Мать девушки позвонила в службу по отлову собак и там ей пообещали приехать.

Сегодня она решила узнать результаты и была удивлена ответом. Ей заявили, что ее дочь сама виновата, так как вела себя агрессивно по отношению к животным. Сами же собаки «хорошие», в этом отловщиков заверили местные жители.

Эта проблема когда-нибудь решится?",https://sun1-15.userapi.com/l2gG6brCRJ2pzk7_o6rdxWqKNYABNWvcjdK4aQ/LxLPW2sZ4rU.jpg
33,"Минутка прекрасного для ваших лент: в Красноярске борьба с коронавирусом вышла на абсолютно новый уровень — в бой пошли шаманы

Ритуал для очищения от темных мыслей про коронавирус накануне провели в лесу Академгородка

Ну, теперь победим!

UPD: как говорят очевидцы, возможно, это проделки местных жителей, а шаман-то и вовсе липовый, но это не точно.",none
49,"Сказать, что самоизоляция — странная штука — не сказать ничего

Вот, например, сегодня для прогулок открылся Центральный парк. Как говорит администрация парка, там теперь можно погулять с семьей, заняться спортом, съесть хот-дог или бургер, послушать музыку, покормить белок, полежать на лавочке или выпить фруктовый шейк.

Возникают вопросики относительно того, как это коррелирует с самоизоляцией и всеми мерами предосторожности \_(ツ)_/",https://sun1-25.userapi.com/wugSY-t-se0uIDxvTn_MVRs85h9iTk-pCKuNrA/NtDktMZZMgs.jpg
14,"⚡ 19 новых случаев заражения коронавирусной инфекцией зарегистрировано в Красноярском крае за прошедшие сутки 

Общее число больных теперь составляет 527 человек. Из них 65 — уже успели выздороветь (+6 за сутки). Еще 5 — скончались. На карантине на сегодняшний день находятся 1 765 человек. 

По России же сегодня стало известно о 6 198 новых случаях заражения, почти у половины из них нет никаких симптомов болезни. Общее число заболевших достигло 87 147 человек. Из них 7 346 — выздоровели, а 794 — скончались. 

📍Наша страна тем временем обогнала Китай по общему числу заболевших, в поднебесной 84 338 пациентов с COVID-19. 

Радует только то, что в нашем регионе количество ежедневно регистрируемых случаев не растет.",https://sun1-16.userapi.com/la4V68Oz_Gie5Avgl78zVNBxMbSjw29sAJWVVA/r9TP_DpUS5U.jpg
19,"Краевое правительство приняло большой пакет мер социальной поддержки во время пандемии. По инициативе губернатора Александра Усса его значительно расширили, и итоговый вариант включает 45 решений. 
 
Молодые родители, бизнесмены, работники коммерческих предприятий, безработные и те, у кого есть кредиты, смогут воспользоваться льготами и получить выплаты. Подробности можно узнать по ссылке: http://www.krskstate.ru/anticrisis",none
8,"«Перечень стимулирующих мер не исчерпан»: спикер Законодательного Собрания анонсировал новую поддержку предпринимателей

Председатель Законодательного Собрания Красноярского края Дмитрий Свиридов анонсировал новые меры поддержки бизнеса и граждан в период вынужденных каникул из-за коронавируса и после них. Об этом он рассказал во время очередной сессии краевого парламента.

Подробнее: newslab.ru/news/964869",https://sun1-19.userapi.com/N7AC-Sev3NQJKez-gdmSthB-vzMJnWfJBfU4wg/eCWBMtq-qiw.jpg
199,"Гору Маттерхорн, что в Швейцарии, окрасили в цвета российского флага

Сделали это в знак солидарности с Россией в борьбе с коронавирусом. 

Отличный пример того, как можно выразить поддержку другой стране, при этом не оставляя своих граждан без средств защиты и медицинского оборудования 🙃",https://sun1-18.userapi.com/0uy5AMkwqh2HyzEMTm_Gj8LhF48iRU9d9cDnag/jP3A0s1UNzw.jpg
27,"Немного настоящей весны в ваши ленты 🌼

Доброе утро, друзья! Желаем вам отличной и продуктивной рабочей недели! 

Кстати, как у вас прошли эти по-настоящему жаркие выходные? Сидели дома? Или все же куда-то выбрались?",https://sun1-85.userapi.com/KLr_YokKxeHSyZlv2H_KhiI1Bwh1pDi4-DQTHQ/t5WQSUAcmwI.jpg
17,"В Красноярском крае будут действовать минимальные ставки при упрощенной системе налогообложени

Депутаты Законодательного Собрания Красноярского края согласовали снижение до минимального размера налоговых ставок при применении упрощенной системы налогообложения. Это решение было принято сегодня сразу в двух чтениях во время очередной сессии краевого парламента.

Ставка по упрощенной системе налогообложения будет составлять 1 % (сейчас — 6 %), а ставка по доходам, уменьшенным на величину расходов, снижается в три раза — с 15 % до 5 %.

Действие закона будет распространяться на организации и индивидуальных предпринимателей, представляющих отрасли экономики, пострадавшие в наибольшей степени во время пандемии коронавируса. 

Воспользоваться льготой смогут около 12 тысяч юридических лиц и 12,5 тысяч индивидуальных предпринимателей (это почти половина применяющих упрощенную систему налогообложения в крае). На их предприятиях и в организациях работает почти 65 тыс. жителей края. Общий объем поддержки составит 1,9 млрд рублей.",https://sun1-86.userapi.com/k1mClIr67cOouxE9VGF4_73N98NZCHSzBHgh7A/nBTtDX13G8I.jpg
103,"Случайные прохожие спасли упавшую в Качу пожилую женщину

О случившемся на своей странице в Facebook рассказала жительница города Мария Князева. Женщина выгуливала собак по набережной в районе улицы Парижской Коммуны и обратила внимание на пожилую женщину. Она зачем-то решила спуститься к реке, но удержаться на бетонном откосе не смогла и свалилась в воду.

«На поверхности только лицо было посередине реки. А Кача сейчас полноводная, бурная, вода мутная. Дно в булыжниках. Бабушка только и смогла выкрикнуть: „Тону!“», — рассказала Мария. 

«Всё произошло молниеносно. И минуты не прошло с момента, как я увидела лицо в воде до момента спасения. Парни на противоположном берегу кинулись вдогонку, еле обогнали бабушку, летящую по течению. Один зашел в воду и вытащил старушку. Я только успела подумать, что смысла звонить спасателям нет, не успеют, надо самой прыгать, куда-то надо собак привязать... А бабушку уже на берег выводили»

Гордость за красноярцев 💪",https://sun1-84.userapi.com/2yssE3jXkj7jPXzE2uUdWknqvTRmGwJFJ_Hawg/e6dA9GBApAw.jpg
106,"Красноярские байкеры открыли мотосезон️ 🏍

На самоизоляцию, кажется, плевать уже вообще всем :(

Фото: Дмитрий Шабалин",https://sun9-51.userapi.com/c206624/v206624550/fcf91/sUlfMAVsBRE.jpg
19,"Немного приятных новостей: В Красноярском крае обнулили налог на имущество предпринимателей

Депутаты Законодательного Собрания Красноярского края приняли решение обнулить налог на имущество предпринимателей. Закон приняли в двух чтениях во время сессии краевого парламента.

До конца 2020 года ставка налога в размере 0 % будет действовать в отношении организаций, включенных в единый реестр субъектов малого и среднего предпринимательства. По предварительным расчетам правительства Красноярского края, от уплаты налога смогут полностью освободиться порядка 5 тысяч компаний, которые в сумме сэкономят до 500 млн рублей.",https://sun1-95.userapi.com/bOJV073VokGTh9CX96A3Aek2usY6dbeyGAA76A/pFoKR6x2fis.jpg
35,"⚡️В Красноярске больше 500 случаев заражения коронавирусом 

За последние сутки зарегистрирован 41 случай. Общее число заболевших теперь — 508. Из них 59 уже успели вылечиться, ещё 5 — погибли. 1 734 человека находятся на карантине. 

По России за сегодня 6 361 новый случай, из них у 46% нет никаких симптомов. 

Как-то так. Что думаете?",https://sun1-85.userapi.com/pzRFn2fe718xZMHSy5yavj6m4BJPGYcmJfxe8w/Tpv9KZFDSGw.jpg
92,"Давайте поможет этому пушистому красавцу найти свой дом 😰

«ДРУЗЬЯ! В столь непростые для всех нас времена самое ужасное - это помимо свободы потерять ещё и ДРУГА! В ДНТ «Кристалл» около Ермолаевского затона прямо на берегу Енисея был замечен замечательный пёсель, породистый, самоед. 
Если это ваш друг или вы обладаете информацией о хозяине - пишите в лс! Просьба - максимальный репост! Спасибо!»

Писать: [id72269714|Миша Оболенский]",https://sun1-14.userapi.com/DSpJtDLUVsJKlcag5d6blSrED9hpatYPzh0OpA/RjKTUSNtx3M.jpg
40,"Кстати, если вы вдруг не слышали, то прямо сейчас депутаты Госдумы занимаются рассмотрением правок в закон о полиции. И это, мягко сказать, адочек

В общем, среди предлагаемых правок есть такие пункты, как, например:

📍""Иммунитет"", подразумевающий под собой то, что ""сотрудник полиции не подлежит преследованию за действия, совершенные при выполнении обязанностей, возложенных на полицию, и в связи с реализацией прав, предоставленных полиции""
📍Разрешение на использование оружия при задержании даже в тех случаях, когда полицейский не уверен, что у человека есть оружие, а только подозревает
📍Разрешение на вскрытие автомобилей граждан, в том числе, ""для обеспечения безопасности граждан или общественной безопасности при массовых беспорядках и чрезвычайных ситуациях""

Всего правок более 60. И да, в мировой практике многие из них повсеместно используются, но Россия — отдельный мир. И ситуация, когда доказать, что сотрудник полиции превысил полномочия, становится практически невозможным, видится немного жуткой. 

Говорят, что нужно это все ввиду того, что полицейским просто не хватает полномочий для полноценной борьбы с преступностью. Ну-ну. А вы что думаете на этот счет?",https://sun1-87.userapi.com/QQq_WezF_RsS5h40X-gKPkNOt2nm54-RA1VOCg/S3q7CrW0-FE.jpg
9,"«Нагрузка на сеть, как 31 декабря»: Tele2 рассказала о работе в режиме самоизоляции

Оператор Tele2 провел пресс-конференцию в режиме онлайн с журналистами из регионов Сибири. Из новосибирского офиса компании вещали директор макрорегиона «Сибирь» Tele2 Дмитрий Кромский и коммерческий директор макрорегиона «Сибирь» Tele2 Максим Соловьев. Спикеры рассказали, как оператор чувствует себя в новых реалиях.

Все подробности: https://newslab.ru/news/964653",https://sun1-93.userapi.com/rUXx0C18Fmpl-8TTiogYTglG7rFZidyb41fEEg/w_4Th8zOoGA.jpg
122,"Пока многие красноярцы не особо представляют, как выживать в условиях режима самоизоляции, красноярские власти тратят очередной лям. На этот раз на мебель

Городской совет депутатов, по всей видимости, испытал резкую необходимость в том, чтобы заменить старые столы. 4 предмета мебели обойдутся городскому бюджету в 928 463 рубля. 

Более того, деревянную мебель просят изготовить в едином стиле (в цвет натурального дуба) и с соблюдением определенных размеров. 

Самое подходящее время, господа, самое.",https://sun1-94.userapi.com/WZftuTLTZHpVW5sqhcnk3uAbLGXxtadO0Kl3gg/nqqYHhjRtB4.jpg
